,Nom_du_POI,Categories_de_POI,Latitude,Longitude,Adresse_postale,Code_postal,Telephone,Mail,Site_web,Commune,Description
45,Camping municipal d'Hennebont,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#Camping|https://www.datatourisme.fr/ontology/core#CampingAndCaravanning|http://schema.org/Accommodation|http://schema.org/LodgingBusiness,47.80424,-3.282772,"Rue Francis Le Frapper, Quai Saint-Caradec",56700,+33 2 97 35 49 15,campinghennebont@mairie-hennebont.fr,https://www.hennebont.bzh/decouvrir-hennebont/tourisme/le-camping-municipal/|Mairie,Hennebont,"À Hennebont, en bordure du Blavet, le camping vous accueille à Hennebont dans un site calme et verdoyant.<>Le Camping Municipal de Saint-Caradec vous accueille dans un site calme et reposant en bordure du Blavet. 70 emplacements ombragés avec branchement eau et électricité, blocs sanitaires modernes, espace jeux pour enfants, aire de service camping-cars. A 600 m, commerces, bus et gare."
46,Camping le Cénic,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#Camping|https://www.datatourisme.fr/ontology/core#CampingAndCaravanning|http://schema.org/Accommodation|http://schema.org/LodgingBusiness,47.47876,-2.455148,Allée du Toquen,56760,+33 2 99 90 45 65,cenic@capfun.com,http://www.lecenic.com/|Capfun#+33,Pénestin,"Camping 3 étoiles emplacement ou mobile home à louer à 2,5 km du bourg et de la plage."
47,Hôtel-Restaurant l'Europe,https://www.datatourisme.fr/ontology/core#FoodEstablishment|https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Restaurant|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#Hotel|https://www.datatourisme.fr/ontology/core#HotelRestaurant|https://www.datatourisme.fr/ontology/core#HotelTrade|http://schema.org/Accommodation|http://schema.org/FoodEstablishment|http://schema.org/LodgingBusiness|http://schema.org/Restaurant|http://schema.org/Hotel,48.06465,-2.966504,12 rue François Mitterrand,56300,+33 2 97 25 11 14,hoteleuropepontivy@wanadoo.fr,http://www.hotellerieurope.com/|HOTEL,Pontivy,"Une pause sereine dans l'atmosphère raffinée et sensuelle d'une maison napoléonienne de caractère, située au cœur du centre-ville."
48,Hôtel-Restaurant Ibis Hotels Lorient Centre Gare,https://www.datatourisme.fr/ontology/core#FoodEstablishment|https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Restaurant|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#Hotel|https://www.datatourisme.fr/ontology/core#HotelRestaurant|https://www.datatourisme.fr/ontology/core#HotelTrade|http://schema.org/Accommodation|http://schema.org/FoodEstablishment|http://schema.org/LodgingBusiness|http://schema.org/Restaurant|http://schema.org/Hotel,47.75444,-3.362549,9 Cours De Chazelles,56100,+33 2 97 35 20 20,commercial@assiwa.fr,http://www.lorient-hotel.com/|HOTEL,Lorient,"A 2mn de la gare SNCF. De Vannes ou Quimper par RN 165, A82, sortie Lorient Centre, suivre Direction l'Orientis. Parking public payant fermé. 2 salles de réunion. Tarifs week-end et sportifs. Ouvert 24h/24, 7j/7."
49,Hôtel Mercure,https://www.datatourisme.fr/ontology/core#FoodEstablishment|https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#Hotel|https://www.datatourisme.fr/ontology/core#HotelTrade|http://schema.org/Accommodation|http://schema.org/FoodEstablishment|http://schema.org/LodgingBusiness|http://schema.org/Hotel,47.74621,-3.364556,31 Place Jules Ferry,56100,+33 2 97 21 35 73,-gm@accor.com,http://www.accorhotels.com/accorhotels/fichehotel/fr/mer/0873/fiche_hotel.shtml|HOTEL,Lorient,"Laissez-vous séduire par le Mercure Lorient Centre idéalement situé au coeur de la ville, proche de tous commerces et lieux de loisirs. Faites escale dans nos chambres spacieuses à la décoration moderne et aux équipements haut de gamme (hôtel entièrement rénové en 2013). Idéal pour vos séjours Loisirs ou vos réunions d'Affaires."
50,Hôtel-Restaurant Domaine de la Ferrière,https://www.datatourisme.fr/ontology/core#FoodEstablishment|https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Restaurant|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#Hotel|https://www.datatourisme.fr/ontology/core#HotelRestaurant|https://www.datatourisme.fr/ontology/core#HotelTrade|http://schema.org/Accommodation|http://schema.org/FoodEstablishment|http://schema.org/LodgingBusiness|http://schema.org/Restaurant|http://schema.org/Hotel,47.9375451516619,-2.68716578742053,La Ferrière,56420,+33 2 97 75 30 00,domainedelaferriere@orange.fr,http://www.chateauhotel-laferriere.com/|HOTEL,Buléon,Château-hôtel dans un parc de 17ha d'arbres plus que centenaires avec étang et piscine.Calme et repos assurés dans cet hôtel-restaurant Logis de France Nature.
52,Camping Le Moteno,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#Camping|https://www.datatourisme.fr/ontology/core#CampingAndCaravanning|http://schema.org/Accommodation|http://schema.org/LodgingBusiness,47.66328,-3.218725,Rue Du Passage D'Etel,56680,+33 2 97 36 76 63,giliane.moteno@gmail.com,http://www.camping-le-moteno.com/|#+33,Plouhinec,"Au bord de la Ria d’Etel et à 800 m de la mer, ce camping 4* est idéal pour un séjour en famille ou entre amis. Avec Lorient et Carnac à moins de 20 kms, il permet de mêler facilement repos et visite du Morbihan.<>Vue imprenable sur la Ria d'Etel et à 800m des plages de sable fin avec 10 km de dunes. Tout confort sur place et toutes commodités. Autres activités proposées : espace aquatique chauffé avec glisses, toboggan, jacuzzi. Salles de billard, complexe multi-sports. Piscine couverte chauffée. Animation enfants, ado. Soirées à thème.<>Vue imprenable sur la Ria d'Etel et à 800 m des plages de sable fin avec 10 km de dunes. Tout confort sur place et toutes commodités. Autres activités proposées : espace aquatique chauffé avec glisses, toboggan, jacuzzi. Salles de billard, complexe multi-sports. Piscine couverte chauffée. Animation enfants, ados. Soirées à thème."
53,Camping Nature Océan,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#Camping|https://www.datatourisme.fr/ontology/core#CampingAndCaravanning|http://schema.org/Accommodation|http://schema.org/LodgingBusiness,47.53223,-2.480337,Le Petit Téno,56190,+33 2 97 41 56 07,infos@camping-natureocean.fr,http://www.camping-natureocean.fr/|#+33,Billiers,Camping tout confort aux emplacements semi-ombragés à 2km de la plage de Pen Lan et à quelques centaines de mètres du bourg et de ses commerces de proximité.
54,Camping Les Ajoncs d'Or,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#Camping|https://www.datatourisme.fr/ontology/core#CampingAndCaravanning|http://schema.org/Accommodation|http://schema.org/LodgingBusiness,47.52219,-2.573376,"5, Route De Muzillac",56750,+33 2 97 41 24 99,,http://www.campingdamgan.com/|SARL,Damgan,"Proche des plages et du centre de Damgan, le camping Les Ajoncs d’Or place vos vacances sous le signe de la détente, de la baignade et de belles balades en Bretagne Sud."
55,Quality Hôtel La Marébaudière,https://www.datatourisme.fr/ontology/core#FoodEstablishment|https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#Hotel|https://www.datatourisme.fr/ontology/core#HotelTrade|http://schema.org/Accommodation|http://schema.org/FoodEstablishment|http://schema.org/LodgingBusiness|http://schema.org/Hotel,47.65789,-2.749115,4 Rue Aristide Briand,56000,+33 2 97 47 34 29,contact@marebaudiere.com,http://www.marebaudiere.com/|QUALITY,Vannes,"Un écrin breton 4 étoiles dans le centre de Vannes. Avec des offres et un confort optimal, cet hôtel vous donne l’occasion de passer un séjour au calme tout en profitant des charmes des activités de la ville bretonne."
56,Camping Le Domaine d'Inly,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#Camping|https://www.datatourisme.fr/ontology/core#CampingAndCaravanning|http://schema.org/Accommodation|http://schema.org/LodgingBusiness,47.47437,-2.478866,BP 24 Route de Couarne,56760,+33 2 99 90 35 09,inly-info@wanadoo.fr,http://www.camping-inly.com/|#+33,Pénestin,"Camping 5 étoiles avec emplacements et locations du mobil-home à moins de 2 km de la mer et du centre bourg.<>Appréciez le confort d’un camping 5 étoiles, avec ses animations pour toute la famille et son complexe aquatique géant. A Pénestin, Le Domaine d’Inly est idéalement situé pour visiter le Sud Morbihan."
57,Camping Capfun Lodge,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#Camping|https://www.datatourisme.fr/ontology/core#CampingAndCaravanning|http://schema.org/Accommodation|http://schema.org/LodgingBusiness,47.5224,-2.7974,Le Bas Bohat,56370,+33 2 97 40 62 34,lodge@capfun.com,http://www.capfun.com/|#+33,Sarzeau,"Camping Capfun Lodge*** situé sur Sarzeau, idéal pour des vacances en famille."
58,Maestria Equitation,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#ActivityProvider|https://www.datatourisme.fr/ontology/core#LeisureSportActivityProvider,47.52156,-2.803482,Le Bas Bohat,56370,+33 2 97 44 05 47,ecuriemaestria@orange.fr,http://ecurie-maestria-sarzeau.fr/|Maestria#+33,Sarzeau,
59,Hôtel Comfort Hôtel Astoria,https://www.datatourisme.fr/ontology/core#FoodEstablishment|https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#Hotel|https://www.datatourisme.fr/ontology/core#HotelTrade|http://schema.org/Accommodation|http://schema.org/FoodEstablishment|http://schema.org/LodgingBusiness|http://schema.org/Hotel,47.75021,-3.362074,3 rue Olivier de Clisson,56100,+33 2 97 21 10 23,hotelastoria.lorient@wanadoo.fr,http://www.hotelastoria-lorient.com/|HOTEL,Lorient,"Idéalement situé au cœur de la ville, et avec une grande facilité d'accès : l'hôtel est proche du palais des congrès, DCNS, de la gare, de l'embarcadère, cinéma et commerces à proximité."
60,Hôtel-Restaurant Golfe Hôtel,https://www.datatourisme.fr/ontology/core#FoodEstablishment|https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Restaurant|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#Hotel|https://www.datatourisme.fr/ontology/core#HotelRestaurant|https://www.datatourisme.fr/ontology/core#HotelTrade|http://schema.org/Accommodation|http://schema.org/FoodEstablishment|http://schema.org/LodgingBusiness|http://schema.org/Restaurant|http://schema.org/Hotel,47.63931,-2.76804,91 Rue W. Churchill Route De Conleau,56000,+33 2 97 40 82 05,contact@golfe-hotel.com,http://www.golfe-hotel.com/|HÔTEL-RESTAURANT,Vannes,"Le Golfe Hôtel, un hôtel agréable à vivre dans une petite ville de charme<>D’un confort 3 étoiles, le Golfe Hôtel propose chambres et studios à deux pas du centre historique de Vannes et près de sa gare maritime. Son emplacement est idéal pour découvrir le Golfe du Morbihan, sa capitale et ses îles."
61,Camping Landrezac Plage,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#Camping|https://www.datatourisme.fr/ontology/core#CampingAndCaravanning|http://schema.org/Accommodation|http://schema.org/LodgingBusiness,47.5054,-2.710953,Plage De Landrezac 10 Rue Les Frères Le Boulicaut - Landrezac,56370,+33 2 97 41 73 56,campinglandrezacplage@orange.fr,http://www.campinglandrezacplage.fr/|#+33,Sarzeau,"Camping de la Plage**, situé à Landrézac, à Sarzeau. Accès direct à la plage. Location de mobil-homes."
62,Hôtel Ibis Styles Vannes Gare Centre,https://www.datatourisme.fr/ontology/core#FoodEstablishment|https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#Hotel|https://www.datatourisme.fr/ontology/core#HotelTrade|http://schema.org/Accommodation|http://schema.org/FoodEstablishment|http://schema.org/LodgingBusiness|http://schema.org/Hotel,47.66467,-2.752944,26 AVENUE FAVREL ET LINCY PLACE DE LA GARE,56000,+33 2 97 47 17 24,-gm@accor.com,http://www.ibisstyles-vannes.com/|Hôtel,Vannes,Hôtel neuf insonorisé et climatisé face à la gare à 5 min à pied du centre historique.
63,Camping de Brouël,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#Camping|https://www.datatourisme.fr/ontology/core#CampingAndCaravanning|http://schema.org/Accommodation|http://schema.org/LodgingBusiness,47.55854,-2.570369,1 rue Brouel,56190,+33 2 97 41 10 22,infos@campingdebrouel.com,http://www.campingdebrouel.com/|#+33,Ambon,"Camping avec piscine chauffée, situé à 4 Km des plages. Location de mobil-homes. Emplacements nus. Ambiance familiale. terrain calme et arboré.<>Camping*** situé à 4 km des plages, à Ambon."
64,Camping Grand Air Cadu,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#Camping|https://www.datatourisme.fr/ontology/core#CampingAndCaravanning|http://schema.org/Accommodation|http://schema.org/LodgingBusiness,47.52213,-2.592438,2 Rue De Cadu,56750,+33 2 97 41 17 30,info@campingcadu.com,http://www.campingcadu.com/|CAMPING,Damgan,"Installé sur un site verdoyant à 300 m de la plage, ce camping 3* réunit tous les ingrédients pour des vacances inoubliables en Bretagne Sud. Il permet de profiter pleinement de la région avec le Golfe du Morbihan et Vannes à une vingtaine de kilomètres."
65,Camping Au Gré des Vents,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#Camping|https://www.datatourisme.fr/ontology/core#CampingAndCaravanning|http://schema.org/Accommodation|http://schema.org/LodgingBusiness,47.6951923,-2.3487101,2 Chemin De Bogeais Route De Limerzel,56220,+33 2 97 43 37 52,camping@gredesvents.fr,http://www.campingaugredesvents.com/|SARL,Rochefort-en-Terre,"Une ambiance familiale et conviviale pour des vacances sous le signe de la détente...<>Au pied des contreforts boisés de Rochefort en Terre dans le Morbihan, ce camping 3* s’appréciera en famille comme entre amis. Labellisé « Sites et Paysages de France », il réserve un séjour plein de charme et de quiétude à proximité de Vannes et de la Gacilly."
