,Nom_du_POI,Categories_de_POI,Latitude,Longitude,Adresse_postale,Code_postal,Telephone,Mail,Site_web,Commune,Description
69,Les Arbousiers,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#Hotel|https://www.datatourisme.fr/ontology/core#HotelTrade|http://schema.org/Accommodation|http://schema.org/LodgingBusiness|http://schema.org/Hotel,42.558387,8.756436,Route de Pietramaggiore,20260,+33 4 95 65 04 47,hotel.lesarbousiers@orange.fr,https://www.hotel-calvi-lesarbousiers.com/,Calvi,Vous rêviez d'un séjour à Calvi en Corse ? L'hôtel Les Arbousiers vous invite à profiter de sa situation privilégiée ainsi que de son jardin calme et reposant pour vos vacances en Balagne.
70,Campo di Fiori,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#CollectiveAccommodation|https://www.datatourisme.fr/ontology/core#HolidayResort|http://schema.org/Accommodation|http://schema.org/LodgingBusiness,42.556603,8.755357,Route de Pietramaggiore,20260,+33 4 95 48 34 60,contact@location-campodifiori.com,https://www.location-campodifiori.com/,Calvi,"Pour votre séjour de vacances en corse, optez pour cette résidence hôtelière à Calvi en Balagne.... ""Le charme et le calme d'une vaste propriété familiale"" dans un parc arboré de 4000 m²."
71,Pascal Paoli,https://www.datatourisme.fr/ontology/core#FoodEstablishment|https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Restaurant|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#Hotel|https://www.datatourisme.fr/ontology/core#HotelRestaurant|https://www.datatourisme.fr/ontology/core#HotelTrade|http://schema.org/Accommodation|http://schema.org/FoodEstablishment|http://schema.org/LodgingBusiness|http://schema.org/Restaurant|http://schema.org/Hotel,42.608509,8.874985,RT 30,20220,+33 4 95 60 71 56,,http://www.hotel-pascal-paoli.fr/,Algajola,"Par sa position entre la mer et la montagne et à quelques mètres d'une plage de l'Hotel Pascal Paoli, vous offre à la fois la possibilité de vacances détente en bord de mer ou riches d'activités grâce aux nombreux équipements de loisirs dont il dispose."
82,La Bergerie,https://www.datatourisme.fr/ontology/core#FoodEstablishment|https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Restaurant|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#Hotel|https://www.datatourisme.fr/ontology/core#HotelRestaurant|https://www.datatourisme.fr/ontology/core#HotelTrade|http://schema.org/Accommodation|http://schema.org/FoodEstablishment|http://schema.org/LodgingBusiness|http://schema.org/Restaurant|http://schema.org/Hotel,42.629966,8.946202,Route de Monticello,20220,+33 4 95 60 01 28,info@labergerie-corse.com,http://www.labergerie-corse.com/,Monticello,"Située sur les hauteurs de L'Ile-Rousse, la Bergerie offre une vue panoramique sur la ville et la mer. Sous l'ombre de l'olivier et au bord de la piscine, vous apprécierez la quiétude de cet endroit unique et ses 20 chambres climatisées au cœur du jardin."
83,Funtana Marina,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#Hotel|https://www.datatourisme.fr/ontology/core#HotelTrade|http://schema.org/Accommodation|http://schema.org/LodgingBusiness|http://schema.org/Hotel,42.627313,8.942948,Route de Monticello,20220,+33 4 95 60 16 12,hotel-funtana-marina@wanadoo.fr,http://www.hotel-funtana.com/,Monticello,"Pour votre séjour à L'Ile-Rousse et en Balagne, profitez du confort et de la vue exceptionnelle de l'hôtel Funtana Marina *** sur les hauteurs de la ville, ainsi que de son ambiance conviviale et chaleureuse."
88,La Caravelle,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#Hotel|https://www.datatourisme.fr/ontology/core#HotelTrade|http://schema.org/Accommodation|http://schema.org/LodgingBusiness|http://schema.org/Hotel,42.559928,8.75708,Avenue Christophe Colomb L'Orée des Pins,20260,+33 4 95 65 95 50,hotel-la-caravelle-calvi@wanadoo.fr,https://www.hotel-la-caravelle.com/,Calvi,"Dans un cadre verdoyant, La Caravelle vous offre une situation privilégiée en bordure de la plage de sable fin de Calvi pour vos vacances farniente en Balagne et en Corse !"
89,Marina Corsica,https://www.datatourisme.fr/ontology/core#FoodEstablishment|https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Restaurant|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#Hotel|https://www.datatourisme.fr/ontology/core#HotelRestaurant|https://www.datatourisme.fr/ontology/core#HotelTrade|http://schema.org/Accommodation|http://schema.org/FoodEstablishment|http://schema.org/LodgingBusiness|http://schema.org/Restaurant|http://schema.org/Hotel,41.609,9.2873,Marina di Fiori Voie d'Arena,20137,+33 4 95 70 91 91,contact@marinacorsica.com,https://www.hotelmarinacorsica.com/,Porto-Vecchio,"Hôtel pieds dans l’eau à 2 min du centre-ville et du port. 
Chambres design 25 m², 3 suites familiales 60 m², piscine chauffée, plage aménagée, bar-restaurant, grand parc arboré, tennis."
90,Paese Serenu,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#CollectiveAccommodation|https://www.datatourisme.fr/ontology/core#HolidayResort|http://schema.org/Accommodation|http://schema.org/LodgingBusiness,41.608561,9.287016,Marina di Fiori Voie d'Arena,20137,+33 4 95 70 91 00,contact@paese-serenu.com,http://www.paese-serenu.com/,Porto-Vecchio,"Résidence 3 étoiles, les pieds dans l’eau, à 2 min du centre-ville et du port.
Appartements de 2 à 6 pers., piscine chauffée,  plage aménagée, bar restaurant, tennis, grand parc arboré."
91,"Croisière Catamaran ""Aria""",https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#SportsAndLeisurePlace|https://www.datatourisme.fr/ontology/core#SightseeingBoat|http://schema.org/LocalBusiness,41.620258,9.303755,Baie du Stagnolo,20137,+33 6 83 74 48 41,,,Porto-Vecchio,"Balade à la journée au cœur de la Réserve Naturelle des Bouches de Bonifacio et des îles Cerbicale sur un catamaran de 13 m rapide et sécurisant, accompagné par Philippe, skipper professionnel. Mouillage hors des sentiers battus !"
93,Promenade en mer Tra Mare è Monti,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#SportsAndLeisurePlace|https://www.datatourisme.fr/ontology/core#SightseeingBoat|http://schema.org/LocalBusiness,42.565163,8.7567,Port de plaissance,20260,+33 6 32 89 33 47,tmmcalvi@gmail.com,http://www.promenadesenmercalviscandola.com/,Calvi,"Promenade en mer et Taxi Boat : lors de vos vacances en Corse, profitez de la mer à bord du Santa Regina, notre nouveau bateau de 10 mètres pouvant accueillir jusqu'à 12 personnes, pour une découverte des côtes de Corse."
96,Casa Rossa,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#Hotel|https://www.datatourisme.fr/ontology/core#HotelTrade|http://schema.org/Accommodation|http://schema.org/LodgingBusiness|http://schema.org/Hotel,42.631959,8.932295,Route du Fogata Boulevard Pierre Pasquini,20220,+33 4 95 60 22 76,info@hotel-casa-rossa.com,https://www.hotel-casarossa.com/,L'Île-Rousse,"Situé à 500m du centre ville et de la plage, cet hôtel de charme vous offre un cadre calme avec ses murs en pierres, sa piscine extérieure, son jardin, son spa et sa terrasse ombragée. Possibilité de séjour en formule chambre ou studio."
100,Best Western Alcyon,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#Hotel|https://www.datatourisme.fr/ontology/core#HotelTrade|http://schema.org/Accommodation|http://schema.org/LodgingBusiness|http://schema.org/Hotel,41.593,9.2785,Rue du Maréchal Leclerc,20137,+33 4 95 70 50 50,info@hotel-alcyon.com,https://hotel-alcyon.com/,Porto-Vecchio,"Situé face au golfe et à la citadelle de Porto-Vecchio, découvrez notre hôtel 3* contemporain.
Le Best Western Alcyon vous accueille pour vos séjours en famille, entre amis ou pour vos déplacements professionnels."
106,L'Escale Côté Sud,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#Hotel|https://www.datatourisme.fr/ontology/core#HotelTrade|http://schema.org/Accommodation|http://schema.org/LodgingBusiness|http://schema.org/Hotel,42.635721,8.938504,Rue Notre Dame,20220,+33 4 95 63 01 70,info@hotel-cotesud.com,https://www.escale-cote-sud.hotel-ilerousse.com/,L'Île-Rousse,"Au coeur de la cité paoline, tout proche des plages, profitez de nos  18 chambres côté mer ou ville dans un style raffiné et moderne. Pour vos soirées et dîners, le Lounge Bar ""Le Rendez-Vous"" ou l'Escale vous accueillent midi et soir face à la mer."
116,La Signoria,https://www.datatourisme.fr/ontology/core#FoodEstablishment|https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Restaurant|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#Hotel|https://www.datatourisme.fr/ontology/core#HotelRestaurant|https://www.datatourisme.fr/ontology/core#HotelTrade|http://schema.org/Accommodation|http://schema.org/FoodEstablishment|http://schema.org/LodgingBusiness|http://schema.org/Restaurant|http://schema.org/Hotel,42.5372,8.785338,Route de la Forêt de Bonifato,20260,+33 4 95 65 93 00,info@hotel-la-signoria.com,https://www.hotel-la-signoria.com/,Calvi,"Aux portes de Calvi, l'ancien domaine génois de la Paratella fut concédé par Louis XV au Marquis Murat de Sistrière et c'est dans ce décor que vous attend aujourd'hui votre hôtel de charme en Corse. Bon séjour en Balagne !"
121,Paduella,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#Camping|https://www.datatourisme.fr/ontology/core#CampingAndCaravanning|http://schema.org/Accommodation|http://schema.org/LodgingBusiness,42.552348,8.764396,Avenue Christophe Colomb,20260,+33 4 95 65 06 16,info@campingpaduella.com,http://www.campingpaduella.com/,Calvi,"Soigneusement entretenu et familial, le Camping Paduella est situé à Calvi, en Balagne en Corse. Il offre au voyageur un espace varié et ombragé pour un séjour camping en corse inoubliable."
122,Cyrnea,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#Hotel|https://www.datatourisme.fr/ontology/core#HotelTrade|http://schema.org/Accommodation|http://schema.org/LodgingBusiness|http://schema.org/Hotel,42.552622,8.764062,Avenue Christophe Colomb,20260,+33 4 95 65 03 35,reservation@hotel-cyrnea.fr,https://www.hotel-cyrnea.fr/,Calvi,"Calvi en Balagne...au coeur de la Méditerranée, terre d'histoire et de culture, île de Beauté aux multiples facettes. Un soleil fidèle et généreux, des plages de sable fin, des criques sauvages pour des vacances réussies en Corse."
123,Calvi Hôtel,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#Hotel|https://www.datatourisme.fr/ontology/core#HotelTrade|http://schema.org/Accommodation|http://schema.org/LodgingBusiness|http://schema.org/Hotel,42.557567,8.758636,Avenue Christophe Colomb,20260,+33 4 95 65 26 79,calvi-hotel@wanadoo.fr,https://www.calvi-hotel.com/,Calvi,"Hôtel 3 étoiles en corse, situé en Balagne, à 50 m. de la plage de sable fin de Calvi. Vous pourrez visiter les villages alentours et la Corse grâce aux excursions en autocars proposées au départ de l'hôtel."
124,L'Onda,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#Hotel|https://www.datatourisme.fr/ontology/core#HotelTrade|http://schema.org/Accommodation|http://schema.org/LodgingBusiness|http://schema.org/Hotel,42.558128,8.75798,Avenue Christophe Colomb,20260,+33 4 95 65 35 00,hotelonda.calvi@gmail.com,http://www.hotel-londa.com/,Calvi,"L'hôtel jouit d'une situation privilégiée en bordure de la pinède de Calvi en Corse, au bord de la plage de sable fin, à proximité du port de plaisance, du centre ville, des boutiques et des grandes surfaces. Toutes les chambres ont une loggia privée."
128,Nave Va,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#SportsAndLeisurePlace|https://www.datatourisme.fr/ontology/core#SightseeingBoat|http://schema.org/LocalBusiness,42.268455,8.693683,Place de la Marine Porto,20198,+33 4 95 25 94 14,naveva@naveva.com,http://www.naveva.com/,Ota,"Découvrez des paysages exceptionnels, vivez des moments inoubliables à bord de navires hybrides silencieux et d'embarcations semi-rigides. De Porto à Ajaccio, embarquez pour les calanche de Piana, Scandola, Bonifacio ou les îles sanguinaires."
133,Office de Tourisme Calvi Balagne,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Store|https://www.datatourisme.fr/ontology/core#LocalTouristOffice|https://www.datatourisme.fr/ontology/core#TouristInformationCenter|http://schema.org/LocalBusiness|http://schema.org/TouristInformationCenter,42.565109,8.75635,Port de Plaisance Chemin de la Plage,20260,+33 4 95 65 16 67,tourisme@balagne-corsica.com,https://www.balagne-corsica.com/,Calvi,"L'Office de Tourisme Intercommunal Calvi-Balagne vous accueille toute l'année dans ses bureaux du port de plaisance avec vue sur la mer et les montagnes.
En saison, un bureau d'accueil est ouvert à l'entrée de la Citadelle du XIIIème siècle."
134,Eglise Sainte Marie Majeure,https://www.datatourisme.fr/ontology/core#CulturalSite|https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#ReligiousSite|https://www.datatourisme.fr/ontology/core#Church,42.566551,8.757658,Rue Clemenceau,20260,+33 4 95 65 00 72,,,Calvi,"Un peu d'histoire...
Construite à partir de 1774, elle présente un plan centré agrémenté d'un clocher néo-gothique érigé au cours du XIXème.
Le décor intérieur néo-classique lui a valu son classement en 1988."
